timestamp,energy,is_anomaly,event_id,position_in_event,event_size
2020-08-31 22:00:05+00:00,7843.962063631538,False,,,
2020-08-31 22:00:10+00:00,4231.991603160509,False,,,
2020-08-31 22:00:15+00:00,4101.616450994742,False,,,
2020-08-31 22:00:20+00:00,4629.5471625626205,False,,,
2020-08-31 22:00:25+00:00,6309.448602309331,False,,,
2020-08-31 22:00:30+00:00,8581.36279144694,False,,,
2020-08-31 22:00:35+00:00,9450.765059545794,False,,,
2020-08-31 22:00:40+00:00,7741.872260181366,False,,,
2020-08-31 22:00:45+00:00,5871.41376584078,False,,,
2020-08-31 22:00:50+00:00,5545.397451470282,False,,,
2020-08-31 22:00:55+00:00,5830.371069994435,False,,,
2020-08-31 22:01:00+00:00,5987.38241905478,False,,,
2020-08-31 22:01:05+00:00,4905.958856754096,False,,,
2020-08-31 22:01:10+00:00,4385.52816783669,False,,,
2020-08-31 22:01:15+00:00,5518.866765782321,False,,,
2020-08-31 22:01:20+00:00,5820.64863611529,False,,,
2020-08-31 22:01:25+00:00,5507.734613181672,False,,,
2020-08-31 22:01:30+00:00,5480.320312233053,False,,,
2020-08-31 22:01:35+00:00,5700.575163566173,False,,,
2020-08-31 22:01:40+00:00,7532.525397022991,False,,,
2020-08-31 22:01:45+00:00,8500.805561208648,False,,,
2020-08-31 22:01:50+00:00,6882.672673490221,False,,,
2020-08-31 22:01:55+00:00,6514.684911475597,False,,,
2020-08-31 22:02:00+00:00,6704.792547295536,False,,,
2020-08-31 22:02:05+00:00,6700.00132080855,False,,,
2020-08-31 22:02:10+00:00,7168.339860697763,False,,,
2020-08-31 22:02:15+00:00,6603.2161089689,False,,,
2020-08-31 22:02:20+00:00,6054.29350075724,False,,,
2020-08-31 22:02:25+00:00,6612.084227544134,False,,,
2020-08-31 22:02:30+00:00,8335.643920958062,False,,,
2020-08-31 22:02:35+00:00,9154.093667884386,False,,,
2020-08-31 22:02:40+00:00,10093.91806460489,False,,,
2020-08-31 22:02:45+00:00,10953.364639171177,False,,,
2020-08-31 22:02:50+00:00,9837.222277713545,False,,,
2020-08-31 22:02:55+00:00,9018.956019567968,False,,,
2020-08-31 22:03:00+00:00,9971.512663074738,False,,,
2020-08-31 22:03:05+00:00,9787.41333299175,False,,,
2020-08-31 22:03:10+00:00,8189.699411294359,False,,,
2020-08-31 22:03:15+00:00,7134.148369000966,False,,,
2020-08-31 22:03:20+00:00,6711.980650704688,False,,,
2020-08-31 22:03:25+00:00,6677.196233180481,False,,,
2020-08-31 22:03:30+00:00,7811.717889429145,False,,,
2020-08-31 22:03:35+00:00,8154.750157656386,False,,,
2020-08-31 22:03:40+00:00,7577.354272591403,False,,,
2020-08-31 22:03:45+00:00,8395.21500245645,False,,,
2020-08-31 22:03:50+00:00,8445.85433493155,False,,,
2020-08-31 22:03:55+00:00,8220.407201076392,False,,,
2020-08-31 22:04:00+00:00,8370.298831302322,False,,,
2020-08-31 22:04:05+00:00,7975.944907302069,False,,,
2020-08-31 22:04:10+00:00,13986.090353319385,False,,,
2020-08-31 22:04:15+00:00,34415.134294430005,False,,,
2020-08-31 22:04:20+00:00,28489.429046748017,False,,,
2020-08-31 22:04:25+00:00,9289.30418408093,False,,,
2020-08-31 22:04:30+00:00,10507.603568918887,False,,,
2020-08-31 22:04:35+00:00,8916.176987432933,False,,,
2020-08-31 22:04:40+00:00,6709.264306680041,False,,,
2020-08-31 22:04:45+00:00,7258.698008724166,False,,,
2020-08-31 22:04:50+00:00,7939.2157126972625,False,,,
2020-08-31 22:04:55+00:00,6951.423085431051,False,,,
2020-08-31 22:05:00+00:00,6170.6931234536505,False,,,
2020-08-31 22:05:05+00:00,25020.05548155045,False,,,
2020-08-31 22:05:10+00:00,26602.688915133775,False,,,
2020-08-31 22:05:15+00:00,8991.087071385004,False,,,
2020-08-31 22:05:20+00:00,7643.461065593154,False,,,
2020-08-31 22:05:25+00:00,7684.772862599408,False,,,
2020-08-31 22:05:30+00:00,8350.27185361287,False,,,
2020-08-31 22:05:35+00:00,7594.889982872164,False,,,
2020-08-31 22:05:40+00:00,6825.501014813999,False,,,
2020-08-31 22:05:45+00:00,5947.197398427203,False,,,
2020-08-31 22:05:50+00:00,5344.512921587842,False,,,
2020-08-31 22:05:55+00:00,6438.536188238303,False,,,
2020-08-31 22:06:00+00:00,6295.9640377175,False,,,
2020-08-31 22:06:05+00:00,4889.061718946047,False,,,
2020-08-31 22:06:10+00:00,4699.175295574978,False,,,
2020-08-31 22:06:15+00:00,5141.689385951036,False,,,
2020-08-31 22:06:20+00:00,5716.528168233826,False,,,
2020-08-31 22:06:25+00:00,6000.366707117492,False,,,
2020-08-31 22:06:30+00:00,6632.042864227582,False,,,
2020-08-31 22:06:35+00:00,6540.858013322077,False,,,
2020-08-31 22:06:40+00:00,7959.51140048915,False,,,
2020-08-31 22:06:45+00:00,7821.401999522118,False,,,
2020-08-31 22:06:50+00:00,5891.061097850647,False,,,
2020-08-31 22:06:55+00:00,5489.471752816533,False,,,
2020-08-31 22:07:00+00:00,4660.849971005011,False,,,
2020-08-31 22:07:05+00:00,4661.320259174653,False,,,
2020-08-31 22:07:10+00:00,5211.783488302789,False,,,
2020-08-31 22:07:15+00:00,4989.072623811235,False,,,
